  0.00	3	0	G	547	              Enterobacter
  0.00	2	0	G1	354276	                Enterobacter cloacae complex
  0.00	2	2	S	550	                  Enterobacter cloacae
  0.00	1	0	G1	2608935	                unclassified Enterobacter
  0.00	1	1	S	2724468	                  Enterobacter sp. JUb54
  0.00	1	0	G	590	              Salmonella
  0.00	1	0	S	28901	                Salmonella enterica
  0.00	1	0	S1	59201	                  Salmonella enterica subsp. enterica
  0.00	1	1	S2	115981	                    Salmonella enterica subsp. enterica serovar Montevideo
  0.03	35	3	F	1903411	            Yersiniaceae
  0.03	31	16	G	613	              Serratia
  0.01	12	12	S	47917	                Serratia fonticola
  0.00	3	0	G1	2647522	                unclassified Serratia
  0.00	3	3	S	2448483	                  Serratia sp. 3ACOL1
  0.00	1	0	G	34037	              Rahnella
  0.00	1	0	G1	2635087	                unclassified Rahnella
  0.00	1	1	S	657335	                  Rahnella sp. WMR114
  0.01	7	0	F	1903409	            Erwiniaceae
  0.01	7	0	G	53335	              Pantoea
  0.01	6	6	S	553	                Pantoea ananatis
  0.00	1	1	S	470934	                Pantoea vagans
  0.01	7	0	F	1903414	            Morganellaceae
  0.01	6	5	G	586	              Providencia
  0.00	1	1	S	333965	                Providencia vermicola
  0.00	1	0	G	583	              Proteus
  0.00	1	1	S	584	                Proteus mirabilis
  0.00	3	0	F	1903412	            Hafniaceae
  0.00	3	0	G	635	              Edwardsiella
  0.00	3	3	S	67780	                Edwardsiella ictaluri
  0.00	1	0	F	1903410	            Pectobacteriaceae
  0.00	1	0	G	122277	              Pectobacterium
  0.00	1	1	S	1905730	                Pectobacterium parmentieri
  0.06	59	0	O	135625	          Pasteurellales
  0.06	59	35	F	712	            Pasteurellaceae
  0.01	12	0	G	292486	              Avibacterium
  0.01	12	12	S	728	                Avibacterium paragallinarum
  0.01	7	0	G	1520333	              Vespertiliibacter
  0.01	7	7	S	1443036	                Vespertiliibacter pulmonis
  0.00	4	3	G	745	              Pasteurella
  0.00	1	1	S	753	                Pasteurella canis
  0.00	1	0	G	713	              Actinobacillus
  0.00	1	1	S	51161	                Actinobacillus delphinicola
  0.02	25	1	O	118969	          Legionellales
  0.02	24	0	F	118968	            Coxiellaceae
  0.02	24	10	G	59195	              Rickettsiella
  0.01	11	11	S	2856608	                Rickettsiella endosymbiont of Dermanyssus gallinae
  0.00	3	3	S	676208	                Candidatus Rickettsiella viridis
  0.01	14	0	O	72274	          Pseudomonadales
  0.01	14	0	F	135621	            Pseudomonadaceae
  0.01	14	5	G	286	              Pseudomonas
  0.00	2	0	G1	136849	                Pseudomonas syringae group
  0.00	2	0	G2	251698	                  Pseudomonas syringae group genomosp. 2
  0.00	2	0	S	47877	                    Pseudomonas amygdali
  0.00	2	2	S1	53707	                      Pseudomonas amygdali pv. lachrymans
  0.00	2	0	G1	136843	                Pseudomonas fluorescens group
  0.00	1	1	S	380021	                  Pseudomonas protegens
  0.00	1	1	S	47883	                  Pseudomonas synxantha
  0.00	2	0	G1	136841	                Pseudomonas aeruginosa group
  0.00	2	2	S	287	                  Pseudomonas aeruginosa
  0.00	1	1	S	2320867	                Pseudomonas cavernae
  0.00	1	0	G1	196821	                unclassified Pseudomonas
  0.00	1	1	S	2604941	                  Pseudomonas sp. C27(2019)
  0.00	1	1	S	219572	                Pseudomonas antarctica
  0.01	9	1	O	135614	          Xanthomonadales
  0.01	6	1	F	32033	            Xanthomonadaceae
  0.00	3	0	G	68	              Lysobacter
  0.00	3	3	S	2698682	                Lysobacter oculi
  0.00	1	1	G	40323	              Stenotrophomonas
  0.00	1	1	G	83618	              Pseudoxanthomonas
  0.00	2	0	F	1775411	            Rhodanobacteraceae
  0.00	2	0	G	75309	              Rhodanobacter
  0.00	2	2	S	416169	                Rhodanobacter thiooxydans
  0.00	3	0	O	2887326	          Moraxellales
  0.00	3	0	F	468	            Moraxellaceae
  0.00	3	0	G	469	              Acinetobacter
  0.00	3	0	G1	909768	                Acinetobacter calcoaceticus/baumannii complex
  0.00	3	3	S	471	                  Acinetobacter calcoaceticus
  0.00	2	0	O	135623	          Vibrionales
  0.00	2	0	F	641	            Vibrionaceae
  0.00	2	0	G	662	              Vibrio
  0.00	1	1	S	672	                Vibrio vulnificus
  0.00	1	0	S	666	                Vibrio cholerae
  0.00	1	1	S1	127906	                  Vibrio cholerae O1
  0.00	2	0	O	135622	          Alteromonadales
  0.00	1	0	F	267888	            Pseudoalteromonadaceae
  0.00	1	1	G	53246	              Pseudoalteromonas
  0.00	1	0	F	267890	            Shewanellaceae
  0.00	1	0	G	22	              Shewanella
  0.00	1	1	S	332186	                Shewanella xiamenensis
  0.00	1	0	O	72273	          Thiotrichales
  0.00	1	0	F	135616	            Piscirickettsiaceae
  0.00	1	0	G	2781121	              Thiosulfatimonas
  0.00	1	1	S	2675054	                Thiosulfatimonas sediminis
  0.00	1	0	O	1775403	          Nevskiales
  0.00	1	0	F	568386	            Sinobacteraceae
  0.00	1	0	G	413435	              Solimonas
  0.00	1	0	G1	2637139	                unclassified Solimonas
  0.00	1	1	S	2303331	                  Solimonas sp. K1W22B-7
  0.00	1	0	O	135624	          Aeromonadales
  0.00	1	0	F	84642	            Aeromonadaceae
  0.00	1	0	G	642	              Aeromonas
  0.00	1	1	S	648	                Aeromonas caviae
  0.00	1	0	O	135619	          Oceanospirillales
  0.00	1	0	F	28256	            Halomonadaceae
  0.00	1	0	G	1897649	              Pistricoccus
  0.00	1	1	S	1883414	                Pistricoccus aurantiacus
  0.00	1	0	O	135613	          Chromatiales
  0.00	1	0	F	72276	            Ectothiorhodospiraceae
  0.00	1	0	G	1335745	              Spiribacter
  0.00	1	0	S	1335746	                Spiribacter salinus
  0.00	1	1	S1	1260251	                  Spiribacter salinus M19-40
  0.04	38	0	C	28211	        Alphaproteobacteria
  0.02	19	0	O	204455	          Rhodobacterales
  0.02	17	1	F	31989	            Rhodobacteraceae
  0.01	14	0	G	1653176	              Cereibacter
  0.01	14	14	S	1063	                Cereibacter sphaeroides
  0.00	1	1	G	265	              Paracoccus
  0.00	1	0	G	1775705	              Frigidibacter
  0.00	1	1	S	1335048	                Frigidibacter mobilis
  0.00	2	0	F	2854170	            Roseobacteraceae
  0.00	1	0	G	53945	              Octadecabacter
  0.00	1	1	S	1458307	                Octadecabacter temperatus
  0.00	1	0	G	97050	              Ruegeria
  0.00	1	0	G1	2625375	                unclassified Ruegeria
  0.00	1	1	S	292414	                  Ruegeria sp. TM1040
  0.01	8	0	O	356	          Hyphomicrobiales
  0.00	3	0	F	119045	            Methylobacteriaceae
  0.00	2	1	G	2282523	              Methylorubrum
  0.00	1	0	G1	2648467	                unclassified Methylorubrum
  0.00	1	1	S	2897334	                  Methylorubrum sp. B1-46
  0.00	1	0	G	407	              Methylobacterium
  0.00	1	1	S	1775910	                Methylobacterium indicum
  0.00	2	0	F	41294	            Bradyrhizobiaceae
  0.00	2	1	G	374	              Bradyrhizobium
  0.00	1	0	S	375	                Bradyrhizobium japonicum
  0.00	1	1	S1	476282	                  Bradyrhizobium japonicum SEMIA 5079
  0.00	1	0	F	2831106	            Devosiaceae
  0.00	1	0	G	46913	              Devosia
  0.00	1	0	G1	196773	                unclassified Devosia
  0.00	1	1	S	1736675	                  Devosia sp. A16
  0.00	1	0	F	82115	            Rhizobiaceae
  0.00	1	0	F1	227290	              Rhizobium/Agrobacterium group
  0.00	1	0	G	379	                Rhizobium
  0.00	1	1	S	1138194	                  Rhizobium lentis
  0.00	1	0	F	2831100	            Boseaceae
  0.00	1	0	G	85413	              Bosea
  0.00	1	0	G1	2653178	                unclassified Bosea
  0.00	1	1	S	1842539	                  Bosea sp. RAC05
  0.01	7	1	O	204457	          Sphingomonadales
  0.01	6	0	F	41297	            Sphingomonadaceae
  0.01	6	0	G	13687	              Sphingomonas
  0.00	5	5	S	2764186	                Sphingomonas sabuli
  0.00	1	1	S	424800	                Sphingomonas insulae
  0.00	3	0	O	204441	          Rhodospirillales
  0.00	1	0	F	433	            Acetobacteraceae
  0.00	1	1	G	522	              Acidiphilium
  0.00	1	0	F	41295	            Rhodospirillaceae
  0.00	1	0	G	1081	              Rhodospirillum
  0.00	1	0	S	34018	                Rhodospirillum centenum
  0.00	1	1	S1	414684	                  Rhodospirillum centenum SW
  0.00	1	0	F	2829815	            Azospirillaceae
  0.00	1	0	G	191	              Azospirillum
  0.00	1	1	S	192	                Azospirillum brasilense
  0.00	1	0	O	204458	          Caulobacterales
  0.00	1	0	F	76892	            Caulobacteraceae
  0.00	1	0	G	41275	              Brevundimonas
  0.00	1	1	S	588932	                Brevundimonas naejangsanensis
  0.03	36	0	C	28216	        Betaproteobacteria
  0.03	35	2	O	80840	          Burkholderiales
  0.01	14	0	F	119060	            Burkholderiaceae
  0.01	12	0	G	32008	              Burkholderia
  0.01	8	0	G1	111527	                pseudomallei group
  0.01	7	7	S	1637837	                  Burkholderia savannae
  0.00	1	1	S	1385591	                  Burkholderia mayonis
  0.00	2	0	G1	87882	                Burkholderia cepacia complex
  0.00	2	2	S	60552	                  Burkholderia vietnamiensis
  0.00	1	1	S	41899	                Burkholderia plantarii
  0.00	1	0	G1	2613784	                unclassified Burkholderia
  0.00	1	1	S	2813843	                  Burkholderia sp. LAS2
  0.00	1	0	G	44013	              Polynucleobacter
  0.00	1	1	S	556053	                Polynucleobacter acidiphobus
  0.00	1	1	G	106589	              Cupriavidus
  0.01	11	0	F	80864	            Comamonadaceae
  0.00	5	5	G	80865	              Delftia
  0.00	2	0	G	238749	              Diaphorobacter
  0.00	2	0	G1	2649760	                unclassified Diaphorobacter
  0.00	2	2	S	2866628	                  Diaphorobacter sp. MNS-0
  0.00	1	0	G	12916	              Acidovorax
  0.00	1	0	S	80867	                Acidovorax avenae
  0.00	1	1	S1	80870	                  Acidovorax avenae subsp. avenae
  0.00	1	0	G	34072	              Variovorax
  0.00	1	1	S	436515	                Variovorax boronicumulans
  0.00	1	0	G	2490452	              Serpentinimonas
  0.00	1	1	S	1458426	                Serpentinimonas maccroryi
  0.00	1	0	G	665874	              Limnohabitans
  0.00	1	0	G1	2626134	                unclassified Limnohabitans
  0.00	1	1	S	1678129	                  Limnohabitans sp. 103DPR2
  0.00	5	0	F	506	            Alcaligenaceae
  0.00	3	0	G	222	              Achromobacter
  0.00	3	3	S	217203	                Achromobacter spanius
  0.00	2	0	G	517	              Bordetella
  0.00	2	2	S	521	                Bordetella avium
  0.00	2	0	F	75682	            Oxalobacteraceae
  0.00	1	0	G	29580	              Janthinobacterium
  0.00	1	0	G1	2610881	                unclassified Janthinobacterium
  0.00	1	1	S	375286	                  Janthinobacterium sp. Marseille
  0.00	1	0	F1	2895353	              Massilia group
  0.00	1	0	G	149698	                Massilia
  0.00	1	1	S	2072590	                  Massilia armeniaca
  0.00	1	0	O1	224471	            Burkholderiales genera incertae sedis
  0.00	1	0	G	65047	              Mitsuaria
  0.00	1	0	G1	2648776	                unclassified Mitsuaria
  0.00	1	1	S	1658665	                  Mitsuaria sp. 7
  0.00	1	0	O	32003	          Nitrosomonadales
  0.00	1	0	F	2803844	            Usitatibacteraceae
  0.00	1	0	G	2803845	              Usitatibacter
  0.00	1	1	S	2732487	                Usitatibacter palustris
  0.01	11	0	P1	68525	        delta/epsilon subdivisions
  0.01	8	1	C	29547	          Epsilonproteobacteria
  0.01	7	0	O	213849	            Campylobacterales
  0.01	7	0	F	72293	              Helicobacteraceae
  0.01	7	4	G	209	                Helicobacter
  0.00	1	1	S	157268	                  Helicobacter winghamensis
  0.00	1	0	S	32025	                  Helicobacter hepaticus
  0.00	1	1	S1	235279	                    Helicobacter hepaticus ATCC 51449
  0.00	1	1	S	104628	                  Helicobacter suis
  0.00	3	0	C	28221	          Deltaproteobacteria
  0.00	2	0	O	213118	            Desulfobacterales
  0.00	1	0	F	213119	              Desulfobacteraceae
  0.00	1	0	G	2299	                Desulfosarcina
  0.00	1	0	S	83564	                  Desulfosarcina ovata
  0.00	1	1	S1	885957	                    Desulfosarcina ovata subsp. sediminis
  0.00	1	0	F	2904715	              Desulfosudaceae
  0.00	1	0	G	2904716	                Desulfosudis
  0.00	1	0	S	181663	                  Desulfosudis oleivorans
  0.00	1	1	S1	96561	                    Desulfococcus oleovorans Hxd3
  0.00	1	0	O	1779134	            Bradymonadales
  0.00	1	0	F	1779135	              Bradymonadaceae
  0.00	1	0	G	2766927	                Persicimonas
  0.00	1	1	S	2292766	                  Persicimonas caeni
  0.32	346	6	D1	1783272	      Terrabacteria group
  0.28	295	0	P	201174	        Actinobacteria
  0.28	295	53	C	1760	          Actinomycetia
  0.09	100	0	O	85011	            Streptomycetales
  0.09	100	2	F	2062	              Streptomycetaceae
  0.09	98	5	G	1883	                Streptomyces
  0.04	48	48	S	54571	                  Streptomyces venezuelae
  0.01	14	2	G1	2593676	                  unclassified Streptomyces
  0.00	3	3	S	2684468	                    Streptomyces sp. QHH-9511
  0.00	1	1	S	2825844	                    Streptomyces sp. Go 40/10
  0.00	1	1	S	2078691	                    Streptomyces sp. CB01881
  0.00	1	1	S	2840373	                    Streptomyces sp. YPW6
  0.00	1	1	S	2748873	                    Streptomyces sp. CB04723
  0.00	1	1	S	2684469	                    Streptomyces sp. SCUT-3
  0.00	1	1	S	2721244	                    Streptomyces sp. RPA4-2
  0.00	1	1	S	2865673	                    Streptomyces sp. MG28
  0.00	1	1	S	2866715	                    Streptomyces sp. BHT-5-2
  0.00	1	1	S	659352	                    Streptomyces sp. SN-593
  0.01	14	0	G1	2839105	                  Streptomyces violaceusniger group
  0.01	14	14	S	92644	                    Streptomyces malaysiensis
  0.00	4	4	S	1616117	                  Streptomyces formicae
  0.00	2	0	S	29303	                  Streptomyces cattleya
  0.00	2	2	S1	1003195	                    Streptomyces cattleya NRRL 8057 = DSM 46488
  0.00	2	2	S	67304	                  Streptomyces griseorubiginosus
  0.00	2	0	S	1914	                  Streptomyces lavendulae
  0.00	2	2	S1	58340	                    Streptomyces lavendulae subsp. lavendulae
  0.00	2	0	G1	2838335	                  Streptomyces aurantiacus group
  0.00	2	2	S	132473	                    Streptomyces alboniger
  0.00	1	1	S	68249	                  Streptomyces pactum
  0.00	1	0	S	68192	                  Streptomyces cyaneogriseus
  0.00	1	1	S1	477245	                    Streptomyces cyaneogriseus subsp. noncyanogenus
  0.00	1	1	S	424188	                  Streptomyces deccanensis
  0.00	1	1	S	2686304	                  Streptomyces broussonetiae
  0.00	1	1	S	1888	                  Streptomyces albus
  0.09	94	0	O	85006	            Micrococcales
  0.07	79	0	F	1331736	              Ruaniaceae
  0.07	79	0	G	626119	                Ruania
  0.07	79	79	S	2603206	                  Ruania zhangjianzhongii
  0.01	6	0	F	85023	              Microbacteriaceae
  0.00	3	1	G	33882	                Microbacterium
  0.00	1	1	S	2541726	                  Microbacterium wangchenii
  0.00	1	1	S	904291	                  Microbacterium sediminis
  0.00	2	0	G	2034	                Curtobacterium
  0.00	1	0	S	2035	                  Curtobacterium flaccumfaciens
  0.00	1	1	S1	138532	                    Curtobacterium flaccumfaciens pv. flaccumfaciens
  0.00	1	0	G1	257496	                  unclassified Curtobacterium
  0.00	1	1	S	2841594	                    Curtobacterium sp. L6-1
  0.00	1	0	G	33886	                Rathayibacter
  0.00	1	0	G1	2609250	                  unclassified Rathayibacter
  0.00	1	1	S	2609253	                    Rathayibacter sp. VKM Ac-2760
  0.00	3	0	F	85020	              Dermabacteraceae
  0.00	3	0	G	43668	                Brachybacterium
  0.00	3	0	S	43669	                  Brachybacterium faecium
  0.00	3	3	S1	446465	                    Brachybacterium faecium DSM 4810
  0.00	3	0	F	1268	              Micrococcaceae
  0.00	3	0	G	1663	                Arthrobacter
  0.00	3	0	G1	235627	                  unclassified Arthrobacter
  0.00	2	2	S	1704044	                    Arthrobacter sp. ERGS1:01
  0.00	1	1	S	1849032	                    Arthrobacter sp. U41
  0.00	2	0	F	85019	              Brevibacteriaceae
  0.00	2	0	G	1696	                Brevibacterium
  0.00	1	1	S	1703	                  Brevibacterium linens
  0.00	1	1	S	33889	                  Brevibacterium casei
  0.00	1	0	F	85017	              Promicromonosporaceae
  0.00	1	0	G	157920	                Cellulosimicrobium
  0.00	1	0	G1	2624466	                  unclassified Cellulosimicrobium
  0.00	1	1	S	2587808	                    Cellulosimicrobium sp. BI34T
  0.02	17	1	O	85007	            Corynebacteriales
  0.00	5	0	F	1653	              Corynebacteriaceae
  0.00	5	2	G	1716	                Corynebacterium
  0.00	2	2	S	1719	                  Corynebacterium pseudotuberculosis
  0.00	1	1	S	2754725	                  Corynebacterium incognita
  0.00	3	0	F	1762	              Mycobacteriaceae
  0.00	2	0	G	1763	                Mycobacterium
  0.00	1	1	S	1795032	                  Mycobacterium virginiense
  0.00	1	0	G1	77643	                  Mycobacterium tuberculosis complex
  0.00	1	1	S	78331	                    Mycobacterium canettii
  0.00	1	0	G	1073531	                Mycolicibacter
  0.00	1	0	G1	2642523	                  unclassified Mycolicibacter
  0.00	1	1	S	2875777	                    Mycolicibacter sp. MYC017
  0.00	3	0	F	85025	              Nocardiaceae
  0.00	2	2	G	1827	                Rhodococcus
  0.00	1	0	G	1817	                Nocardia
  0.00	1	1	S	2382165	                  Nocardia yunnanensis
  0.00	3	0	F	85026	              Gordoniaceae
  0.00	3	0	G	2053	                Gordonia
  0.00	2	2	S	84595	                  Gordonia polyisoprenivorans
  0.00	1	0	G1	2657482	                  unclassified Gordonia
